,Estimate; INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars),full_state_cluster,full_irsbrac_cluster,income_level,zi_irsbrac_cluster,full_quart_cluster,income_quartile,zi_quart_cluster,zi_state_cluster,full_sgroup_cluster,zi_sgroup_cluster,Group,Metro,State,zipcode,City,County,YoY,n1000,Total; Estimate; SUMMARY INDICATORS - Median age (years),Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,Estimate; HOUSEHOLDS BY TYPE - Average household size,"Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Unmarried women (widowed, divorced, and never married) - Per 1,000 unmarried women","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 50 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 19 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 35 to 50 years old","Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Oceania",Estimate; ANCESTRY - Total population - Czech,Estimate; ANCESTRY - Total population - Danish,Estimate; ANCESTRY - Total population - Greek,Estimate; ANCESTRY - Total population - Lithuanian,Estimate; ANCESTRY - Total population - Slovak,Estimate; ANCESTRY - Total population - Swiss,Estimate; COMMUTING TO WORK - Mean travel time to work (minutes),Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
13666,44756.0,PA,2,1,1,1,0,1,PA,East North Central,South Atlantic,East North Central,Macomb,IL,62326,Colchester,McDonough County,0.041484716,0.0,41.2,109.9,63.5,36.6,2.56,22.0,13.0,0.0,25.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,22.7,0.0
13667,35893.0,NY,2,1,2,1,0,2,CA,West South Central,Pacific,Pacific,Kapaa,HI,96714,Kilauea,Kauai County,0.038238141,0.0,46.6,110.5,95.9,53.2,2.63,0.0,203.0,0.0,191.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,18.2,0.0
13668,73438.0,CA,2,2,2,1,1,1,PA,East North Central,East North Central,Middle Atlantic,New York-Newark-Jersey City,NY,10963,Mt Hope,Orange County,0.071777344,0.0,43.0,182.7,36.9,23.7,3.0,11.0,37.0,0.0,26.0,6.0,24.0,3.0,4.0,0.0,0.0,0.0,42.3,0.0
13669,40000.0,NY,2,1,1,1,0,1,TN,East North Central,South Atlantic,East South Central,Greenwood,MS,39176,Vaiden,Carroll County,0.106332139,0.0,44.8,105.3,55.9,28.6,3.18,22.0,46.0,0.0,100.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,30.1,0.0
13670,53688.0,PA,2,2,1,1,1,1,NY,East North Central,East North Central,East North Central,Stevens Point,WI,54473,Rosholt,Portage County,-0.06167979,0.0,47.0,109.7,70.4,35.6,2.44,19.0,57.0,0.0,29.0,0.0,20.0,21.0,2.0,0.0,3.0,13.0,28.7,7.0
13671,41025.0,PA,2,1,1,1,0,1,TN,East North Central,South Atlantic,West North Central,,KS,67749,Oberlin,Decatur County,-0.001631321,0.0,50.7,97.7,89.9,38.2,1.97,63.0,64.0,0.0,0.0,0.0,93.0,13.0,0.0,2.0,0.0,13.0,15.5,0.0
13672,78966.0,TX,2,3,2,1,2,2,FL,West South Central,East North Central,Mountain,Las Vegas-Henderson-Paradise,NV,89021,Logandale,Clark County,0.050417362,0.0,35.8,124.0,99.3,77.4,3.53,0.0,48.0,0.0,0.0,0.0,30.0,120.0,0.0,0.0,9.0,138.0,36.8,0.0
13673,58917.0,NY,4,2,2,1,1,1,CA,Middle Atlantic,East North Central,New England,Torrington,CT,6757,Kent,Litchfield County,0.00464828,0.0,52.8,86.2,94.8,42.0,2.27,0.0,45.0,0.0,101.0,4.0,7.0,8.0,0.0,0.0,24.0,40.0,29.2,0.0
13674,59046.0,PA,2,2,1,1,1,1,OH,East North Central,East North Central,East North Central,Bloomington,IL,61726,Chenoa,McLean County,-0.137560976,0.0,43.5,101.2,61.6,34.9,2.42,0.0,22.0,0.0,23.0,4.0,7.0,3.0,0.0,3.0,8.0,9.0,21.9,0.0
13675,51328.0,IN,2,2,1,1,1,1,NY,East North Central,East North Central,East South Central,Lewisburg,TN,37047,Cornersville,Marshall County,0.07529843900000001,0.0,48.5,101.4,72.9,35.7,2.53,59.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,33.9,0.0
13676,53150.0,PA,2,2,1,1,1,1,FL,East North Central,East North Central,East North Central,Jackson,MI,49259,Munith,Jackson County,0.010611735,0.0,41.4,95.2,76.2,49.3,2.62,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,29.0,0.0
13677,60156.0,CA,2,2,1,1,1,1,OH,East North Central,East North Central,East North Central,,MI,49777,Presque Isle,Presque Isle County,0.053584906,0.0,59.9,93.1,85.6,21.4,2.07,0.0,20.0,0.0,7.0,0.0,2.0,10.0,0.0,7.0,0.0,8.0,27.9,4.0
13678,61362.0,TX,2,2,2,1,1,1,OH,West South Central,East North Central,West North Central,Hutchinson,MN,55354,Lester Prairie,McLeod County,0.08292682900000001,0.0,35.2,113.4,80.7,57.1,2.73,103.0,75.0,0.0,17.0,0.0,64.0,28.0,0.0,0.0,0.0,15.0,28.5,1.0
13679,42232.0,PA,2,1,1,1,0,1,PA,East North Central,South Atlantic,Middle Atlantic,Pittsburgh,PA,15618,Avonmore,Westmoreland County,-0.079455165,0.0,42.0,95.5,84.5,42.3,2.36,46.0,40.0,42.0,8.0,0.0,41.0,0.0,0.0,5.0,91.0,0.0,29.5,0.0
13680,55417.0,IN,2,2,1,1,1,1,OH,East North Central,East North Central,East North Central,Akron,OH,44412,Diamond,Portage County,0.095006935,0.0,44.2,100.3,71.0,34.3,2.64,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,8.0,31.0,0.0
13681,47230.0,PA,2,1,1,1,1,1,PA,East North Central,South Atlantic,West North Central,,KS,67104,Medicine Lodge,Barber County,0.003558719,0.0,44.4,105.5,89.8,45.0,2.39,17.0,17.0,0.0,18.0,0.0,10.0,8.0,0.0,0.0,0.0,14.0,14.4,0.0
13682,58207.0,IN,2,2,1,1,1,1,OH,East North Central,East North Central,West North Central,Willmar,MN,56209,Atwater,Kandiyohi County,0.135278515,0.0,41.4,101.6,67.3,37.7,2.36,27.0,66.0,0.0,43.0,0.0,38.0,52.0,0.0,0.0,0.0,0.0,23.5,6.0
13683,59583.0,PA,2,2,1,1,1,1,OH,East North Central,East North Central,Middle Atlantic,Syracuse,NY,13044,Constantia,Oswego County,-0.038317055,0.0,48.6,89.5,50.8,25.1,2.3,39.0,43.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,8.0,8.0,31.9,0.0
13684,46429.0,IN,2,1,1,1,0,1,FL,East North Central,South Atlantic,Middle Atlantic,Seneca Falls,NY,14847,Covert,Seneca County,0.126205083,0.0,44.6,93.3,78.9,38.8,2.31,13.0,56.0,0.0,38.0,0.0,0.0,19.0,5.0,3.0,10.0,0.0,28.9,0.0
13685,74074.0,PA,2,2,2,1,1,1,PA,East North Central,East North Central,Middle Atlantic,Batavia,NY,14525,Pavilion,Genesee County,0.067170445,0.0,41.8,93.4,53.9,33.5,2.64,0.0,56.0,0.0,44.0,0.0,0.0,12.0,26.0,3.0,0.0,0.0,22.9,0.0
13686,34453.0,NY,2,1,1,1,0,1,TN,West South Central,South Atlantic,South Atlantic,Orangeburg,SC,29038,Cope,Orangeburg County,0.195454545,0.0,45.7,85.2,75.0,41.3,2.52,137.0,98.0,71.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,30.0,27.5,0.0
13687,120875.0,NY,4,4,4,1,2,2,NJ,East North Central,Middle Atlantic,West North Central,Cedar Rapids,IA,52328,Robins,Linn County,0.027798648,0.0,45.6,104.6,60.3,38.4,2.71,30.0,10.0,0.0,0.0,0.0,113.0,10.0,0.0,0.0,0.0,10.0,16.6,4.0
13688,58015.0,TN,2,2,2,1,1,1,FL,West South Central,East North Central,West North Central,Minneapolis-St. Paul-Bloomington,MN,55368,Norwood Young America,Carver County,0.041858091,0.0,41.7,105.1,76.7,41.0,2.23,111.0,70.0,229.0,0.0,0.0,29.0,36.0,0.0,0.0,0.0,9.0,26.7,2.0
13689,51028.0,IN,2,2,1,1,1,1,NY,East North Central,East North Central,East North Central,Angola,IN,46747,Hudson,Steuben County,0.112156863,0.0,42.6,111.5,66.5,37.6,2.56,26.0,34.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.3,2.0
13690,74460.0,NY,2,2,2,1,1,2,PA,East North Central,East North Central,New England,Laconia,NH,3237,Gilmanton,Belknap County,0.075047801,0.0,46.1,99.4,55.3,26.8,2.65,0.0,0.0,0.0,0.0,0.0,24.0,0.0,40.0,10.0,0.0,0.0,28.5,0.0
13691,49567.0,NY,2,1,1,1,1,1,NY,East North Central,South Atlantic,East North Central,Canton-Massillon,OH,44608,Beach City,Stark County,0.14150943400000002,0.0,41.8,126.7,81.7,50.1,2.69,0.0,47.0,0.0,13.0,0.0,8.0,0.0,19.0,0.0,0.0,255.0,23.3,2.0
13692,59120.0,TX,2,2,1,1,1,1,OH,West South Central,East North Central,West North Central,Wichita,KS,67144,Towanda,Butler County,0.060273973,0.0,35.3,118.9,73.6,59.2,2.99,25.0,94.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,54.0,24.7,0.0
13693,31393.0,CA,2,1,1,1,0,1,TX,East North Central,South Atlantic,East South Central,,TN,38041,Henning,Lauderdale County,0.104240283,0.0,38.4,275.2,20.9,9.9,2.09,0.0,21.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,24.1,0.0
13694,93525.0,TX,4,3,4,1,2,2,NJ,Middle Atlantic,East North Central,West North Central,Minneapolis-St. Paul-Bloomington,MN,55341,Hanover,Wright County,0.06960556799999999,0.0,34.6,92.9,70.4,58.7,3.05,0.0,101.0,0.0,50.0,0.0,49.0,120.0,0.0,0.0,0.0,0.0,32.1,7.0
13695,64698.0,PA,2,2,2,1,1,1,IL,East North Central,East North Central,Middle Atlantic,Watertown-Fort Drum,NY,13606,Adams Center,Jefferson County,-0.089370345,0.0,43.8,121.6,52.6,31.0,2.51,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.9,0.0
13696,34453.0,PA,2,1,1,1,0,1,TN,East North Central,South Atlantic,East South Central,,TN,38553,Clarkrange,Fentress County,0.03038674,0.0,40.4,101.9,83.6,51.5,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,14.0
13697,30652.0,NY,2,1,1,1,0,1,TX,West South Central,South Atlantic,South Atlantic,Sebring,FL,33857,Lorida,Highlands County,-0.017627119,0.0,49.1,123.4,107.9,55.3,2.3,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,51.0
13698,43750.0,IN,2,1,1,1,0,1,PA,East North Central,South Atlantic,Middle Atlantic,Pittsburgh,PA,15035,East Mc Keesport,Allegheny County,0.128521127,0.0,46.2,98.6,62.2,31.8,2.13,0.0,43.0,0.0,45.0,0.0,36.0,0.0,8.0,7.0,191.0,0.0,24.2,0.0
13699,34787.0,NY,2,1,1,1,0,1,TN,West South Central,South Atlantic,South Atlantic,New Bern,NC,28526,Dover,Craven County,-0.002695418,0.0,38.2,98.9,77.7,48.8,2.3,106.0,68.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,0.0
13700,39375.0,PA,2,1,1,1,0,1,TN,East North Central,South Atlantic,East South Central,Enterprise,AL,36453,Kinston,Coffee County,0.036601307,0.0,50.4,107.3,59.7,25.5,2.48,11.0,35.0,135.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,27.9,0.0
13701,67740.0,PA,2,2,2,1,1,1,IL,East North Central,East North Central,East North Central,Manitowoc,WI,53015,Cleveland,Manitowoc County,-0.031167109,0.0,41.7,114.0,65.0,38.7,2.53,0.0,52.0,0.0,41.0,4.0,48.0,8.0,0.0,22.0,0.0,15.0,20.5,15.0
13702,63333.0,TX,2,2,2,1,1,1,IL,East North Central,East North Central,West North Central,Topeka,KS,66524,Overbrook,Osage County,0.086645469,0.0,36.5,100.6,76.6,44.6,2.56,37.0,48.0,71.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,28.8,0.0
13703,61449.0,PA,2,2,2,1,1,1,FL,East North Central,East North Central,New England,Claremont-Lebanon,VT,5048,Hartland,Windsor County,0.044753086,0.0,44.3,115.3,56.7,33.5,2.31,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,47.0,0.0,0.0,24.1,0.0
13704,54100.0,PA,2,2,1,1,1,1,NY,West South Central,East North Central,East North Central,,OH,43518,Edon,Williams County,0.066817667,0.0,43.6,106.4,70.6,42.3,2.46,86.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,26.0,24.8,13.0
13705,70625.0,PA,2,2,2,1,1,1,PA,East North Central,East North Central,East South Central,Auburn-Opelika,AL,36879,Waverly,Lee County,0.039134438,0.0,43.2,87.3,65.5,43.0,2.66,0.0,55.0,0.0,42.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,22.5,0.0
13706,49844.0,IN,2,1,1,1,1,1,FL,East North Central,East North Central,South Atlantic,Atlanta-Sandy Springs-Roswell,GA,30056,Newborn,Jasper County,0.190180236,0.0,42.0,102.9,75.4,44.1,2.77,40.0,49.0,0.0,30.0,0.0,4.0,0.0,25.0,0.0,8.0,0.0,33.8,0.0
13707,60139.0,NY,2,2,1,1,1,1,OH,West South Central,East North Central,West North Central,,ND,58220,Cavalier,Pembina County,-0.021463415,0.0,45.1,104.1,71.0,34.8,2.08,158.0,130.0,0.0,99.0,0.0,14.0,25.0,5.0,0.0,0.0,5.0,16.1,15.0
13708,81696.0,NY,4,3,2,1,2,2,CA,Middle Atlantic,East North Central,Pacific,Yuba City,CA,95918,Browns Valley,Yuba County,0.00619195,0.0,51.4,162.3,105.9,50.2,2.51,0.0,53.0,0.0,86.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,43.6,0.0
13709,82548.0,PA,2,3,2,1,2,2,IL,East North Central,East North Central,New England,Greenfield Town,MA,1351,Montague,Franklin County,0.039456937,0.0,46.9,81.2,59.8,27.1,2.21,0.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,55.0,10.0,10.0,24.3,0.0
13710,62891.0,NY,2,2,2,1,1,1,CA,East North Central,Pacific,East North Central,Traverse City,MI,49653,Lake Leelanau,Leelanau County,0.096917605,0.0,51.1,106.5,72.2,29.4,2.27,35.0,58.0,0.0,67.0,0.0,23.0,7.0,0.0,4.0,0.0,10.0,21.1,0.0
13711,69667.0,IN,2,2,2,1,1,1,IL,East North Central,East North Central,West North Central,Topeka,KS,66066,Oskaloosa,Jefferson County,0.08600183,0.0,42.2,107.9,61.4,37.0,2.37,35.0,26.0,0.0,44.0,0.0,16.0,10.0,0.0,0.0,0.0,6.0,26.9,0.0
13712,46176.0,PA,2,1,1,1,0,1,PA,East North Central,South Atlantic,West North Central,,MO,64673,Princeton,Mercer County,-0.003231018,0.0,43.3,98.2,76.4,42.1,2.54,0.0,54.0,0.0,23.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,20.5,4.0
13713,48750.0,TN,2,1,1,1,1,1,NY,West South Central,South Atlantic,West North Central,Branson,MO,65679,Kirbyville,Taney County,0.110942249,0.0,36.6,92.8,72.4,52.1,2.78,103.0,84.0,199.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,19.0,20.0,9.0
13714,62868.0,IN,2,2,2,1,1,1,FL,East North Central,East North Central,Middle Atlantic,Kingston,NY,12491,Woodstock,Ulster County,0.146341463,0.0,51.3,91.3,67.8,29.3,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,32.9,0.0
13715,57857.0,CA,2,2,2,1,1,1,CA,East North Central,Pacific,Middle Atlantic,Glens Falls,NY,12814,Bolton,Warren County,-0.006500542,0.0,49.4,89.4,65.3,19.9,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,20.9,0.0
13716,47410.0,IN,2,1,1,1,1,1,PA,East North Central,South Atlantic,East North Central,Cambridge,OH,43749,Kimbolton,Guernsey County,0.099879663,0.0,45.1,87.7,58.1,32.0,2.5,32.0,65.0,0.0,26.0,0.0,8.0,0.0,9.0,0.0,43.0,85.0,32.4,0.0
13717,68355.0,TX,2,2,2,1,1,1,IL,East North Central,East North Central,West North Central,Rochester,MN,55940,Hayfield,Dodge County,0.106698281,0.0,41.1,96.1,72.0,41.0,2.57,73.0,47.0,0.0,7.0,0.0,83.0,63.0,21.0,2.0,0.0,16.0,25.0,15.0
13718,57308.0,PA,2,2,1,1,1,1,OH,East North Central,East North Central,Middle Atlantic,Erie,PA,16421,Harborcreek,Erie County,0.080610022,0.0,45.2,99.8,89.4,44.1,2.55,30.0,67.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,34.0,0.0,16.0,8.0
13719,56767.0,NY,2,2,1,1,1,1,OH,West South Central,East North Central,New England,Claremont-Lebanon,NH,3266,Rumney,Grafton County,0.133863486,0.0,49.3,94.7,47.2,22.0,2.45,155.0,152.0,0.0,140.0,0.0,0.0,22.0,15.0,8.0,4.0,0.0,34.8,3.0
13720,30246.0,PA,2,1,1,1,0,1,TX,East North Central,South Atlantic,East South Central,,TN,38317,Bruceton,Carroll County,0.07113821099999999,0.0,44.0,89.4,96.2,48.9,2.4,42.0,30.0,80.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,25.5,0.0
13721,62981.0,NY,2,2,2,1,1,1,IL,East North Central,East North Central,West North Central,Des Moines-West Des Moines,IA,50169,Mitchellville,Polk County,0.091470952,0.0,38.3,64.3,48.8,24.2,2.32,0.0,33.0,0.0,48.0,0.0,10.0,78.0,0.0,0.0,0.0,32.0,26.1,7.0
13722,54773.0,PA,2,2,1,1,1,1,NY,East North Central,East North Central,Middle Atlantic,Pittsburgh,PA,15027,Conway,Beaver County,0.036925396,0.0,45.1,91.6,67.5,30.6,2.25,20.0,79.0,0.0,0.0,0.0,5.0,0.0,20.0,31.0,69.0,0.0,25.2,0.0
13723,40263.0,TN,2,1,1,1,0,1,TN,West South Central,South Atlantic,South Atlantic,,SC,29162,Turbeville,Clarendon County,0.107586207,0.0,39.8,83.9,80.8,49.0,2.65,111.0,90.0,152.0,0.0,0.0,3.0,0.0,45.0,0.0,0.0,0.0,26.3,4.0
13724,42159.0,TX,2,1,1,1,0,1,FL,East North Central,South Atlantic,East North Central,Traverse City,MI,49616,Benzonia,Benzie County,0.081996435,0.0,40.6,89.2,71.9,43.7,3.02,33.0,63.0,0.0,0.0,0.0,20.0,7.0,0.0,8.0,2.0,0.0,18.6,3.0
13725,71029.0,TX,2,2,2,1,1,1,PA,West South Central,East North Central,East North Central,Elkhart-Goshen,IN,46543,Millersburg,Elkhart County,0.097023153,1.0,23.6,107.8,89.9,76.3,3.73,81.0,123.0,76.0,24.0,0.0,0.0,0.0,2.0,0.0,2.0,291.0,23.5,0.0
13726,55000.0,TX,2,2,1,1,1,1,NY,West South Central,East North Central,West South Central,Ada,OK,74871,Stonewall,Pontotoc County,0.045035824,0.0,44.5,95.1,83.0,47.0,2.66,49.0,79.0,0.0,58.0,0.0,0.0,5.0,6.0,3.0,0.0,0.0,23.3,11.0
13727,57589.0,NY,2,2,2,1,1,1,FL,West South Central,East North Central,West North Central,Fergus Falls,MN,56571,Ottertail,Otter Tail County,0.025163094,0.0,52.2,113.7,72.4,33.2,2.3,125.0,106.0,0.0,113.0,0.0,28.0,29.0,0.0,0.0,0.0,13.0,25.9,2.0
13728,55515.0,IN,2,2,1,1,1,1,OH,East North Central,East North Central,East North Central,Mansfield,OH,44843,Lucas,Richland County,0.101626016,0.0,42.9,96.8,90.3,51.0,2.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,25.3,2.0
13729,53819.0,PA,2,2,1,1,1,1,NY,East North Central,East North Central,Middle Atlantic,Youngstown-Warren-Boardman,PA,16153,Stoneboro,Mercer County,0.074040219,0.0,50.1,105.3,77.1,32.9,2.25,31.0,46.0,0.0,23.0,0.0,3.0,2.0,6.0,3.0,20.0,13.0,25.9,2.0
13730,89279.0,CA,4,3,2,1,2,2,NJ,East North Central,East North Central,New England,Concord,NH,3255,Newbury,Merrimack County,0.075140682,0.0,54.6,108.0,71.9,24.8,2.23,0.0,40.0,0.0,0.0,0.0,6.0,6.0,0.0,12.0,0.0,7.0,29.8,0.0
13731,83191.0,TX,2,3,2,1,2,2,IL,East North Central,East North Central,East North Central,Fond du Lac,WI,53049,Malone,Fond du Lac County,0.159065628,0.0,38.8,100.3,67.1,42.5,2.76,0.0,123.0,0.0,0.0,0.0,23.0,23.0,0.0,9.0,0.0,0.0,22.2,0.0
13732,52714.0,PA,2,2,1,1,1,1,NY,East North Central,East North Central,West North Central,Norfolk,NE,68748,Madison,Madison County,-0.021682567000000003,1.0,38.7,113.9,76.6,47.8,2.81,0.0,11.0,0.0,0.0,0.0,120.0,32.0,0.0,0.0,0.0,11.0,16.1,3.0
13733,50234.0,TX,2,2,1,1,1,1,NY,West South Central,South Atlantic,West North Central,Garden City,KS,67860,Lakin,Kearny County,0.029177719,0.0,34.2,96.5,76.6,50.5,3.0,74.0,41.0,141.0,20.0,0.0,42.0,1.0,0.0,0.0,0.0,12.0,14.3,0.0
13734,62972.0,CA,2,2,2,1,1,1,CA,East North Central,Pacific,Mountain,Fort Collins,CO,80536,Livermore,Larimer County,0.14224013800000002,0.0,54.3,98.0,68.6,28.6,2.25,0.0,0.0,0.0,0.0,6.0,18.0,5.0,97.0,0.0,0.0,30.0,46.5,0.0
13735,37105.0,NY,2,1,1,1,0,1,TN,West South Central,South Atlantic,East South Central,,MS,38948,Oakland,Yalobusha County,0.163120567,0.0,50.8,94.4,69.9,34.0,2.13,303.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0
13736,60854.0,PA,2,2,2,1,1,1,FL,East North Central,East North Central,East South Central,Nashville-Davidson--Murfreesboro--Franklin,TN,37149,Readyville,Rutherford County,0.000474608,0.0,42.6,104.9,59.3,34.1,2.81,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,24.0
13737,34958.0,IN,2,1,1,1,0,1,TN,East North Central,South Atlantic,East South Central,,TN,37012,Alexandria,Dekalb County,0.125803489,0.0,44.9,91.7,65.9,31.3,2.44,0.0,33.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.1,0.0
13738,50000.0,IN,2,1,1,1,1,1,CA,East North Central,East North Central,Pacific,Aberdeen,WA,98568,Oakville,Grays Harbor County,0.205361003,0.0,45.3,99.1,71.6,36.0,2.52,13.0,17.0,0.0,18.0,0.0,0.0,13.0,0.0,2.0,0.0,1.0,27.4,0.0
13739,88603.0,TN,2,3,2,1,2,2,NJ,West South Central,East North Central,South Atlantic,Washington-Arlington-Alexandria,VA,22620,Boyce,Clarke County,0.040304665,0.0,41.6,100.2,61.8,32.2,2.62,196.0,163.0,400.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,37.8,0.0
13740,50183.0,TX,2,2,1,1,1,1,NY,West South Central,South Atlantic,Middle Atlantic,Corning,NY,14873,Prattsburgh,Steuben County,0.017448201,0.0,42.5,120.3,81.6,48.0,2.66,49.0,98.0,42.0,29.0,2.0,14.0,18.0,0.0,0.0,5.0,33.0,27.4,0.0
13741,59395.0,TX,2,2,1,1,1,1,OH,West South Central,East North Central,East North Central,Mansfield,OH,44878,Shiloh,Richland County,0.144411474,0.0,32.7,89.7,87.8,61.0,3.22,0.0,91.0,0.0,30.0,0.0,29.0,13.0,0.0,0.0,8.0,150.0,21.7,0.0
13742,243214.0,CA,4,5,4,1,2,2,CA,Middle Atlantic,Pacific,Pacific,San Francisco-Oakland-Hayward,CA,94957,Ross,Marin County,-0.014398848,0.0,47.9,109.5,104.6,56.6,2.91,43.0,19.0,0.0,0.0,6.0,0.0,0.0,29.0,5.0,0.0,7.0,34.3,6.0
13743,62026.0,NY,2,2,2,1,1,1,FL,West South Central,East North Central,Middle Atlantic,State College,PA,16844,Union,Centre County,0.090116279,0.0,46.4,97.6,50.5,25.2,2.59,143.0,84.0,0.0,46.0,0.0,36.0,0.0,3.0,3.0,18.0,7.0,27.9,0.0
13744,77417.0,NY,2,3,2,1,2,2,IL,West South Central,East North Central,South Atlantic,Columbus,GA,31807,Ellerslie,Harris County,0.106534091,0.0,40.9,86.3,53.5,31.7,2.87,37.0,121.0,0.0,111.0,0.0,0.0,0.0,0.0,22.0,0.0,11.0,24.6,0.0
13745,45655.0,PA,2,1,1,1,0,1,CA,East North Central,South Atlantic,South Atlantic,Asheville,NC,28709,Barnardsville,Buncombe County,-0.032889259,0.0,43.8,111.9,64.1,36.9,2.75,61.0,72.0,0.0,58.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,30.8,0.0
13746,50000.0,IN,2,1,1,1,1,1,NY,East North Central,East North Central,East North Central,Evansville,IN,47633,Poseyville,Posey County,0.133716161,0.0,37.2,123.3,76.8,43.7,2.47,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,0.0
13747,59700.0,PA,2,2,2,1,1,1,CA,East North Central,Pacific,Middle Atlantic,New York-Newark-Jersey City,NJ,7074,Moonachie,Bergen County,0.052098408,0.0,43.7,90.5,65.1,37.1,2.97,14.0,41.0,0.0,63.0,0.0,28.0,0.0,57.0,0.0,0.0,0.0,25.4,4.0
13748,56875.0,PA,2,2,1,1,1,1,FL,East North Central,East North Central,New England,Barre,VT,5667,East Montpelier,Washington County,0.051145445,0.0,41.4,90.8,57.2,31.4,2.52,52.0,38.0,0.0,0.0,3.0,3.0,0.0,12.0,4.0,6.0,3.0,25.3,0.0
13749,95701.0,TN,4,3,4,1,2,2,NY,West South Central,Middle Atlantic,South Atlantic,Washington-Arlington-Alexandria,VA,20198,The Plains,Fauquier County,0.109134615,0.0,50.5,92.8,74.3,32.0,2.36,0.0,133.0,353.0,30.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,32.0,0.0
13750,47333.0,NY,2,1,1,1,1,1,PA,East North Central,South Atlantic,East North Central,Logansport,IN,46994,Walton,Cass County,0.204494382,0.0,42.3,99.6,78.6,44.0,2.64,0.0,42.0,0.0,12.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,21.6,20.0
13751,73214.0,NY,2,2,2,1,1,1,PA,West South Central,East North Central,East North Central,Columbus,OH,43149,Rockbridge,Hocking County,0.110552764,0.0,40.4,99.3,68.3,36.2,2.8,0.0,148.0,0.0,32.0,0.0,0.0,0.0,9.0,0.0,0.0,25.0,42.2,34.0
13752,54662.0,PA,2,2,1,1,1,1,FL,East North Central,East North Central,Middle Atlantic,Pittsburgh,PA,15050,Greene,Beaver County,0.051508845,0.0,45.2,92.8,61.4,37.8,2.67,28.0,30.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,66.0,0.0,27.6,0.0
