,YoY,n1000,Total; Estimate; SUMMARY INDICATORS - Median age (years),Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,Estimate; HOUSEHOLDS BY TYPE - Average household size,"Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Unmarried women (widowed, divorced, and never married) - Per 1,000 unmarried women","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 50 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 19 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 35 to 50 years old","Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Oceania",Estimate; ANCESTRY - Total population - Czech,Estimate; ANCESTRY - Total population - Danish,Estimate; ANCESTRY - Total population - Greek,Estimate; ANCESTRY - Total population - Lithuanian,Estimate; ANCESTRY - Total population - Slovak,Estimate; ANCESTRY - Total population - Swiss,Estimate; COMMUTING TO WORK - Mean travel time to work (minutes),Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
819,0.028713222000000007,0.0,33.9,97.4,61.1,45.9,3.09,10.0,47.0,0.0,34.0,18.0,32.0,152.0,328.0,104.0,75.0,195.0,23.0,8.0
820,0.042199488,0.0,45.3,95.1,67.8,35.2,2.42,32.0,61.0,11.0,30.0,0.0,342.0,0.0,284.0,240.0,3088.0,125.0,29.4,7.0
821,0.088905491,0.0,33.8,99.5,53.9,33.3,2.56,43.0,63.0,12.0,34.0,83.0,262.0,355.0,241.0,127.0,75.0,421.0,22.1,25.0
822,0.046109016,2.0,39.6,96.1,63.6,36.4,2.64,50.0,71.0,0.0,45.0,72.0,154.0,505.0,314.0,190.0,35.0,232.0,24.2,9.0
823,0.020456708,2.0,31.2,87.6,44.8,32.9,2.2,17.0,54.0,0.0,21.0,48.0,601.0,28.0,88.0,17.0,80.0,99.0,25.7,9.0
824,0.013848863,1.0,22.7,85.6,25.1,10.5,2.21,2.0,13.0,0.0,25.0,126.0,307.0,233.0,287.0,266.0,33.0,113.0,21.8,35.0
825,0.007850834000000001,1.0,37.8,107.5,62.0,38.5,3.06,31.0,61.0,25.0,38.0,429.0,125.0,97.0,124.0,46.0,65.0,70.0,32.3,38.0
826,0.069268829,0.0,37.2,90.8,62.8,40.5,2.71,56.0,73.0,83.0,26.0,0.0,30.0,79.0,66.0,40.0,96.0,69.0,27.4,12.0
827,0.045856798,0.0,36.7,98.4,57.8,37.5,2.55,49.0,53.0,22.0,20.0,0.0,35.0,0.0,66.0,36.0,0.0,50.0,21.4,39.0
828,0.03820598,0.0,39.1,93.0,62.5,33.7,2.11,37.0,68.0,0.0,33.0,18.0,116.0,269.0,122.0,266.0,130.0,111.0,16.2,51.0
829,0.097357441,2.0,43.2,93.7,67.8,33.9,2.25,35.0,40.0,30.0,5.0,10.0,101.0,62.0,237.0,56.0,2.0,41.0,21.2,44.0
830,0.020516449,0.0,41.3,98.1,60.1,34.4,2.41,11.0,38.0,15.0,30.0,21.0,214.0,257.0,325.0,123.0,201.0,33.0,24.7,0.0
831,0.16214178,0.0,34.8,91.4,60.8,45.1,3.05,50.0,56.0,67.0,33.0,0.0,71.0,54.0,57.0,0.0,0.0,144.0,33.1,100.0
832,0.066992324,0.0,43.4,84.3,69.1,38.7,2.8,33.0,53.0,26.0,30.0,0.0,119.0,46.0,112.0,340.0,72.0,10.0,38.2,9.0
833,0.081288797,5.0,59.8,90.1,128.3,31.7,2.14,30.0,71.0,37.0,61.0,12.0,200.0,447.0,61.0,77.0,67.0,174.0,25.5,14.0
834,0.068112504,1.0,33.5,94.9,56.7,40.3,2.74,49.0,70.0,21.0,40.0,0.0,116.0,141.0,176.0,82.0,48.0,99.0,29.0,10.0
835,0.066819397,0.0,38.3,101.3,63.8,39.6,2.73,33.0,43.0,0.0,21.0,0.0,110.0,91.0,107.0,163.0,31.0,115.0,24.8,21.0
836,0.040806529,0.0,31.9,107.0,48.3,32.7,2.12,35.0,98.0,67.0,48.0,51.0,99.0,72.0,96.0,16.0,0.0,0.0,25.1,32.0
837,0.080479452,0.0,40.9,96.2,67.4,34.0,2.36,25.0,53.0,10.0,15.0,0.0,166.0,35.0,124.0,93.0,74.0,182.0,19.8,13.0
838,0.102334824,0.0,40.3,96.8,58.5,30.1,2.24,19.0,33.0,31.0,21.0,0.0,6.0,11.0,114.0,12.0,10.0,43.0,20.5,64.0
839,0.078616352,0.0,44.9,93.3,64.5,30.8,2.38,34.0,60.0,20.0,9.0,45.0,305.0,147.0,300.0,120.0,105.0,27.0,22.2,33.0
840,0.053348468,0.0,29.5,103.1,62.6,50.4,3.22,57.0,89.0,27.0,44.0,17.0,280.0,477.0,50.0,16.0,46.0,155.0,25.5,0.0
841,0.045052293,0.0,27.0,97.1,57.1,50.0,3.0,60.0,90.0,38.0,18.0,33.0,62.0,148.0,45.0,0.0,0.0,38.0,20.3,37.0
842,0.12703252,2.0,34.0,102.0,45.4,29.5,2.34,35.0,43.0,47.0,12.0,0.0,161.0,27.0,30.0,0.0,41.0,25.0,21.4,87.0
843,0.026367188,0.0,37.8,89.6,66.7,42.7,2.59,43.0,72.0,15.0,30.0,0.0,318.0,51.0,227.0,82.0,67.0,104.0,25.4,6.0
844,0.030871671,1.0,35.1,102.4,65.3,40.0,2.33,53.0,54.0,23.0,14.0,9.0,190.0,463.0,138.0,28.0,20.0,99.0,15.1,51.0
845,0.108572544,0.0,45.8,79.5,83.6,35.8,2.37,32.0,53.0,31.0,36.0,0.0,15.0,9.0,80.0,24.0,0.0,0.0,46.2,20.0
846,0.025115664,0.0,44.0,98.4,64.1,33.7,2.36,32.0,54.0,14.0,11.0,0.0,156.0,54.0,75.0,206.0,62.0,157.0,21.5,15.0
847,0.005748306,0.0,38.3,98.8,58.0,35.6,2.97,16.0,43.0,0.0,25.0,141.0,37.0,279.0,238.0,57.0,40.0,126.0,30.3,73.0
848,0.064291678,0.0,38.7,98.5,73.1,57.1,3.26,14.0,34.0,18.0,25.0,16.0,99.0,186.0,591.0,198.0,145.0,96.0,32.2,30.0
849,0.06733584299999999,1.0,37.5,100.2,59.1,39.0,2.71,41.0,59.0,5.0,30.0,18.0,636.0,637.0,142.0,147.0,54.0,141.0,29.2,21.0
850,0.106396064,0.0,35.3,89.7,70.0,45.8,2.77,52.0,63.0,32.0,21.0,0.0,129.0,28.0,0.0,55.0,13.0,100.0,26.6,39.0
851,-0.02603208,0.0,35.2,97.1,63.6,45.8,3.37,24.0,44.0,14.0,40.0,18.0,227.0,323.0,308.0,44.0,12.0,241.0,34.3,36.0
852,-0.028266914,7.0,34.6,105.0,31.2,13.3,1.88,4.0,19.0,29.0,30.0,109.0,188.0,82.0,364.0,114.0,168.0,183.0,26.2,0.0
853,0.077430972,0.0,49.0,82.6,76.4,28.2,2.41,58.0,67.0,0.0,58.0,8.0,45.0,56.0,193.0,34.0,60.0,12.0,27.9,86.0
854,0.082884097,4.0,29.2,105.9,71.0,57.0,3.04,50.0,70.0,2.0,10.0,3199.0,49.0,60.0,0.0,13.0,0.0,85.0,20.2,16.0
855,0.053521127,0.0,36.3,93.8,74.6,48.1,3.19,20.0,50.0,3.0,45.0,14.0,136.0,239.0,71.0,43.0,8.0,234.0,33.6,18.0
856,0.006663705,1.0,32.7,105.4,55.4,33.8,2.16,42.0,63.0,16.0,21.0,7.0,1020.0,346.0,42.0,6.0,0.0,136.0,13.4,48.0
857,0.05644644,1.0,41.7,95.7,52.0,28.1,2.81,24.0,54.0,0.0,35.0,0.0,73.0,35.0,422.0,181.0,131.0,36.0,30.8,5.0
858,-0.08421985800000001,0.0,29.7,111.9,55.7,50.9,2.7,67.0,84.0,97.0,46.0,0.0,155.0,0.0,74.0,12.0,25.0,14.0,28.6,47.0
859,0.07682249099999999,0.0,42.2,101.1,69.6,39.4,2.74,25.0,57.0,0.0,28.0,6.0,145.0,425.0,290.0,125.0,31.0,86.0,28.2,40.0
860,0.042912874,1.0,44.2,92.0,68.4,32.2,2.27,14.0,54.0,13.0,46.0,0.0,205.0,18.0,353.0,285.0,1597.0,203.0,25.6,0.0
861,0.08539325800000001,3.0,34.7,108.1,58.4,39.6,2.49,31.0,59.0,26.0,36.0,28.0,97.0,380.0,153.0,21.0,75.0,52.0,19.0,35.0
862,0.134215501,0.0,35.0,96.0,81.1,51.6,3.01,58.0,66.0,24.0,22.0,36.0,124.0,235.0,106.0,16.0,81.0,106.0,22.4,197.0
863,0.08737864099999999,3.0,39.0,95.6,48.6,27.4,2.3,29.0,54.0,11.0,21.0,20.0,55.0,0.0,329.0,147.0,114.0,24.0,31.3,17.0
864,0.017704338,0.0,39.6,100.7,57.9,39.0,2.71,10.0,50.0,0.0,24.0,0.0,259.0,98.0,377.0,168.0,508.0,182.0,28.6,0.0
865,0.112765957,0.0,38.1,82.8,60.4,33.7,2.23,55.0,63.0,12.0,29.0,8.0,84.0,170.0,190.0,23.0,226.0,170.0,20.2,4.0
866,0.057971014,0.0,38.1,98.9,64.9,37.8,2.42,55.0,73.0,33.0,19.0,66.0,307.0,91.0,188.0,24.0,31.0,213.0,18.8,23.0
867,0.133777952,1.0,41.9,95.5,58.2,27.7,2.93,46.0,63.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0
868,0.156828194,1.0,39.7,101.7,62.2,35.9,2.28,40.0,39.0,55.0,11.0,0.0,338.0,113.0,132.0,221.0,70.0,50.0,20.4,11.0
869,0.099465241,4.0,39.3,98.3,61.3,39.4,2.37,24.0,57.0,0.0,31.0,34.0,719.0,531.0,30.0,132.0,28.0,243.0,16.5,29.0
870,0.022460568,2.0,43.4,95.4,62.2,33.0,3.04,18.0,44.0,0.0,39.0,71.0,277.0,243.0,172.0,96.0,111.0,159.0,28.3,59.0
871,0.075201432,0.0,40.4,94.3,65.9,39.9,2.49,74.0,63.0,0.0,31.0,0.0,22.0,0.0,65.0,0.0,62.0,37.0,23.1,13.0
872,0.085031348,1.0,42.9,88.3,59.7,31.9,2.69,23.0,36.0,0.0,28.0,0.0,256.0,125.0,562.0,335.0,171.0,13.0,44.2,34.0
873,0.044086477,1.0,48.2,92.8,87.7,36.9,2.38,18.0,32.0,0.0,17.0,77.0,196.0,142.0,732.0,315.0,45.0,43.0,29.6,37.0
874,0.04057352,0.0,58.6,98.6,81.4,14.5,1.84,28.0,32.0,0.0,19.0,20.0,54.0,71.0,391.0,34.0,135.0,46.0,26.9,29.0
875,0.040645161,3.0,36.8,83.7,53.7,27.6,2.04,20.0,44.0,0.0,34.0,5.0,169.0,168.0,112.0,43.0,80.0,73.0,19.5,15.0
876,0.05530474,1.0,35.4,97.8,58.4,41.5,2.61,41.0,53.0,17.0,25.0,15.0,154.0,45.0,65.0,42.0,36.0,71.0,20.3,27.0
877,0.06573069599999999,2.0,38.0,100.5,56.3,32.9,2.49,56.0,78.0,13.0,22.0,11.0,88.0,10.0,91.0,0.0,30.0,90.0,22.9,70.0
878,0.105851414,0.0,38.0,90.6,63.8,37.9,2.48,53.0,53.0,21.0,8.0,14.0,48.0,35.0,81.0,46.0,0.0,146.0,24.3,40.0
879,0.035804549,4.0,43.1,89.8,63.1,34.2,2.41,12.0,44.0,0.0,35.0,8.0,151.0,65.0,309.0,285.0,145.0,129.0,29.4,35.0
880,0.008914286,3.0,43.3,89.3,63.3,33.5,2.86,9.0,32.0,0.0,19.0,24.0,146.0,98.0,827.0,161.0,253.0,199.0,30.2,86.0
881,-0.002364066,0.0,35.5,96.6,59.5,37.2,2.6,44.0,69.0,50.0,29.0,89.0,95.0,308.0,195.0,35.0,0.0,254.0,31.3,78.0
882,0.054339328,3.0,34.1,94.8,49.5,34.9,2.6,26.0,62.0,0.0,13.0,13.0,323.0,273.0,177.0,58.0,207.0,73.0,21.5,20.0
883,-0.044299674,1.0,32.2,93.5,45.9,28.7,2.4,25.0,49.0,8.0,13.0,14.0,7.0,41.0,79.0,0.0,7.0,20.0,22.6,0.0
884,0.17505241100000002,0.0,37.0,100.5,58.3,37.8,2.65,47.0,52.0,13.0,9.0,0.0,65.0,14.0,180.0,32.0,38.0,33.0,21.1,52.0
885,0.294930876,0.0,37.4,91.2,51.8,31.6,2.66,44.0,52.0,24.0,22.0,15.0,12.0,4.0,0.0,0.0,0.0,19.0,35.5,54.0
886,0.049338923,1.0,43.7,93.3,62.2,32.6,2.34,18.0,54.0,0.0,41.0,0.0,114.0,247.0,219.0,130.0,174.0,198.0,23.3,33.0
887,0.020698577,3.0,34.0,90.5,63.5,43.4,2.86,44.0,45.0,40.0,13.0,0.0,63.0,64.0,78.0,198.0,145.0,18.0,29.3,16.0
888,0.061153846,0.0,33.9,97.9,60.0,48.7,3.23,7.0,43.0,6.0,41.0,6.0,432.0,72.0,54.0,58.0,10.0,11.0,28.7,30.0
889,0.063414634,0.0,32.5,95.3,54.7,34.4,2.51,35.0,52.0,19.0,16.0,0.0,39.0,0.0,86.0,117.0,0.0,64.0,19.8,9.0
890,0.07635893,1.0,73.8,84.6,400.2,6.2,1.68,0.0,21.0,14.463115019072864,0.0,6.0,285.0,430.0,160.0,102.0,102.0,218.0,28.4,0.0
891,0.058417663,0.0,33.7,91.5,74.6,49.3,2.88,75.0,71.0,66.0,19.0,0.0,56.0,112.0,138.0,51.0,19.0,73.0,20.6,74.0
892,0.124878993,0.0,34.3,83.2,60.1,43.9,2.43,64.0,62.0,22.0,31.0,0.0,81.0,0.0,37.0,86.0,10.0,12.0,23.8,0.0
893,0.048063527,2.0,39.0,98.8,38.7,14.4,1.89,6.0,38.0,0.0,22.0,73.0,147.0,177.0,145.0,35.0,91.0,127.0,22.3,7.0
894,0.039577836,1.0,35.5,91.3,58.2,35.5,2.57,65.0,66.0,21.0,19.0,0.0,6.0,0.0,34.0,0.0,0.0,57.0,26.4,13.0
895,0.027208481,0.0,41.1,96.4,56.0,32.9,2.94,21.0,53.0,10.0,28.0,100.0,36.0,529.0,181.0,228.0,60.0,136.0,30.2,86.0
896,0.058497226,0.0,40.0,87.2,59.4,31.2,2.24,45.0,62.0,11.0,52.0,0.0,26.0,99.0,124.0,74.0,37.0,131.0,21.8,11.0
897,0.105300353,2.0,37.8,112.2,22.4,9.6,1.66,0.0,17.0,0.0,0.0,39.0,188.0,92.0,69.0,41.0,15.0,52.0,20.9,54.0
898,0.094453597,0.0,37.5,95.4,50.5,30.4,2.65,49.0,43.0,37.0,24.0,23.0,91.0,91.0,118.0,115.0,18.0,77.0,26.4,13.0
899,0.110027855,2.0,40.7,97.9,63.0,29.4,2.08,13.0,41.0,4.0,8.0,25.0,119.0,208.0,76.0,27.0,0.0,120.0,16.8,23.0
900,0.054325362,2.0,39.1,94.4,58.2,35.1,2.78,6.0,27.0,0.0,13.0,0.0,11.0,57.0,573.0,309.0,0.0,13.0,28.2,23.0
901,0.037878788,1.0,39.0,101.2,56.2,28.0,2.65,36.0,37.0,14.0,6.0,0.0,155.0,84.0,90.0,41.0,18.0,19.0,23.3,34.0
902,0.110308601,2.0,36.3,90.1,53.8,32.5,2.38,15.0,50.0,0.0,50.0,9.0,189.0,69.0,79.0,86.0,0.0,0.0,21.6,9.0
903,0.059824652,1.0,35.5,95.6,55.7,39.8,2.99,12.0,43.0,14.0,14.0,0.0,229.0,303.0,87.0,0.0,30.0,80.0,23.0,162.0
904,0.128054741,0.0,44.2,85.8,71.6,35.1,2.21,36.0,47.0,32.0,14.0,0.0,19.0,20.0,40.0,19.0,0.0,9.0,20.3,41.0
905,0.099499722,7.0,26.5,96.0,29.5,23.1,2.59,17.0,28.0,3.0,18.0,14.0,39.0,19.0,64.0,0.0,12.0,28.0,23.5,12.0
906,0.013943477,7.0,34.8,104.3,35.8,23.2,2.26,18.0,48.0,32.0,46.0,151.0,79.0,41.0,136.0,52.0,114.0,68.0,35.8,29.0
907,0.072051133,1.0,39.1,99.3,67.2,40.1,2.68,60.0,75.0,31.0,31.0,0.0,82.0,128.0,157.0,33.0,17.0,88.0,24.6,101.0
908,0.074439462,1.0,44.1,95.9,66.4,32.2,2.25,43.0,58.0,21.0,23.0,3.0,331.0,17.0,348.0,223.0,1337.0,79.0,19.8,14.0
909,0.015449608,0.0,43.3,99.6,65.5,31.9,3.17,19.0,49.0,5.0,33.0,282.0,70.0,92.0,47.0,12.0,16.0,46.0,30.1,34.0
910,0.078714485,0.0,36.2,98.6,61.1,40.8,2.52,30.0,49.0,24.0,22.0,13.0,1017.0,442.0,77.0,41.0,79.0,168.0,18.5,0.0
911,0.049151551,2.0,37.2,94.0,48.9,26.6,2.13,14.0,57.0,0.0,51.0,39.0,142.0,96.0,151.0,38.0,38.0,154.0,22.1,18.0
912,0.016232668000000002,5.0,35.9,100.3,52.0,41.0,3.01,11.0,45.0,0.0,50.0,43.0,126.0,147.0,228.0,211.0,182.0,131.0,30.1,32.0
913,0.069450549,1.0,38.6,94.0,65.6,39.8,2.7,19.0,38.0,0.0,11.0,31.0,23.0,23.0,45.0,291.0,10.0,35.0,26.3,21.0
914,0.003481894,1.0,28.4,108.7,41.8,29.3,2.46,14.0,36.0,0.0,10.0,12.0,94.0,126.0,10.0,11.0,74.0,50.0,23.4,24.0
915,0.080866808,0.0,45.4,90.3,81.2,36.9,2.85,11.0,33.0,0.0,16.0,9.0,260.0,48.0,179.0,100.0,101.0,109.0,25.9,0.0
916,0.14161490699999998,0.0,31.8,80.4,68.3,50.3,2.65,61.0,49.0,17.0,16.0,0.0,0.0,0.0,30.0,0.0,0.0,5.0,27.4,46.0
917,0.067447408,0.0,32.9,95.3,55.8,41.0,3.68,37.0,44.0,30.0,24.0,56.0,21.0,20.0,26.0,0.0,14.0,19.0,32.3,10.0
918,0.028587764,0.0,45.6,89.3,66.6,32.6,2.36,14.0,58.0,7.0,44.0,0.0,84.0,48.0,98.0,132.0,72.0,79.0,22.4,0.0
919,0.093350947,1.0,33.8,100.7,54.7,39.7,2.97,50.0,73.0,47.0,36.0,0.0,218.0,64.0,127.0,34.0,21.0,73.0,26.2,56.0
920,0.080962801,1.0,37.7,96.0,63.6,40.5,2.92,49.0,62.0,15.0,29.0,23.0,56.0,31.0,56.0,61.0,34.0,36.0,23.9,48.0
921,0.1065662,1.0,35.4,99.6,49.0,34.6,2.54,26.0,39.0,0.0,23.0,0.0,89.0,101.0,130.0,24.0,41.0,30.0,24.2,47.0
922,0.041415929,0.0,42.3,88.3,61.7,27.1,2.14,18.0,40.0,29.0,26.0,62.0,178.0,165.0,69.0,75.0,43.0,146.0,26.2,19.0
923,0.0534158,0.0,31.6,102.6,45.1,29.2,2.53,15.0,43.0,0.0,42.0,42.0,329.0,494.0,140.0,73.0,20.0,319.0,20.4,33.0
924,0.069545155,5.0,38.5,102.4,50.5,28.8,2.16,9.0,39.0,0.0,33.0,27.0,231.0,289.0,270.0,67.0,56.0,86.0,20.8,0.0
925,0.07792207799999999,3.0,32.2,100.3,44.7,29.9,2.6,28.0,42.0,0.0,12.0,17.0,153.0,179.0,76.0,22.0,148.0,111.0,21.1,43.0
926,0.031822276000000004,1.0,38.0,86.6,63.9,39.9,2.6,11.0,30.0,1.0,16.0,0.0,100.0,461.0,435.0,71.0,34.0,285.0,22.1,47.0
927,0.040014485,0.0,45.8,84.6,69.2,28.7,2.23,15.0,47.0,0.0,37.0,13.0,58.0,7.0,969.0,91.0,32.0,38.0,37.4,93.0
928,0.028284332,1.0,39.2,96.0,57.1,34.9,2.42,13.0,51.0,0.0,31.0,111.0,252.0,206.0,391.0,142.0,253.0,74.0,27.2,0.0
929,0.030534351,2.0,43.2,97.1,56.1,24.8,2.11,12.0,35.0,0.0,19.0,0.0,317.0,227.0,189.0,144.0,159.0,81.0,23.9,30.0
930,0.041356966,2.0,33.6,107.2,22.4,11.0,2.17,1.0,22.0,0.0,45.0,267.0,313.0,382.0,403.0,100.0,81.0,159.0,33.6,69.0
931,0.029784887000000006,0.0,35.9,96.3,60.4,41.0,2.68,34.0,50.0,4.0,16.0,64.0,193.0,70.0,143.0,0.0,0.0,167.0,21.5,62.0
932,0.043087971,1.0,40.0,97.4,64.2,32.7,2.39,35.0,51.0,0.0,38.0,61.0,150.0,626.0,106.0,41.0,21.0,312.0,18.2,43.0
933,0.123849965,5.0,34.7,97.5,54.9,36.8,2.53,66.0,68.0,61.0,23.0,7.0,126.0,59.0,67.0,19.0,41.0,26.0,27.4,0.0
934,0.048767123,1.0,41.8,100.5,59.1,37.6,2.61,9.0,32.0,0.0,22.0,11.0,118.0,123.0,195.0,100.0,73.0,156.0,28.4,6.0
935,0.065296252,0.0,39.6,95.6,67.9,45.2,2.95,11.0,32.0,0.0,17.0,22.0,633.0,380.0,349.0,18.0,9.0,63.0,31.5,0.0
936,0.06456310700000001,1.0,28.4,86.0,33.6,17.8,2.07,26.0,39.0,8.0,4.0,0.0,79.0,153.0,314.0,37.0,20.0,8.0,16.4,20.0
937,0.051976574000000005,3.0,46.3,86.4,63.5,28.9,2.17,31.0,63.0,0.0,26.0,0.0,125.0,23.0,158.0,70.0,110.0,94.0,19.4,17.0
938,0.061293031,1.0,26.1,98.6,37.3,26.7,3.06,28.0,34.0,16.0,7.0,26.0,93.0,61.0,125.0,60.0,24.0,102.0,25.1,49.0
939,0.015261044,0.0,46.5,90.3,57.9,25.7,2.38,14.0,34.0,0.0,20.0,13.0,158.0,222.0,203.0,349.0,160.0,47.0,23.7,144.0
940,0.084723149,0.0,35.1,97.5,58.1,35.7,2.5,30.0,64.0,22.0,50.0,62.0,195.0,54.0,83.0,0.0,0.0,58.0,22.4,19.0
941,0.050861362,0.0,36.2,95.4,53.0,31.6,2.37,22.0,41.0,0.0,40.0,0.0,11.0,10.0,92.0,28.0,58.0,80.0,19.3,15.0
942,0.030375699,1.0,36.4,99.5,58.5,31.5,2.25,32.0,62.0,27.0,19.0,11.0,29.0,68.0,100.0,39.0,202.0,114.0,16.2,16.0
943,0.064098516,2.0,39.8,95.4,48.0,33.2,2.49,13.0,47.0,0.0,44.0,27.0,136.0,84.0,195.0,123.0,47.0,137.0,21.6,34.0
944,0.0036452,8.0,36.6,97.8,43.5,32.9,2.39,10.0,43.0,0.0,21.0,0.0,230.0,51.0,101.0,18.0,122.0,34.0,26.1,73.0
945,0.018562401,7.0,40.8,97.4,54.4,29.4,2.44,7.0,56.0,0.0,42.0,111.0,117.0,111.0,252.0,196.0,65.0,105.0,30.3,53.0
946,-0.012,2.0,42.4,94.0,58.9,33.4,2.6,16.0,42.0,0.0,21.0,25.0,80.0,34.0,270.0,216.0,257.0,115.0,29.6,123.0
947,0.040322581,1.0,39.4,89.6,63.8,30.4,2.24,29.0,68.0,0.0,36.0,30.0,738.0,717.0,77.0,31.0,21.0,212.0,22.0,56.0
948,0.13643292699999998,1.0,27.5,103.6,57.7,49.5,3.2,65.0,75.0,27.0,47.0,77.0,69.0,32.0,14.0,27.0,0.0,13.0,24.4,32.0
949,0.092870544,0.0,35.5,95.0,59.3,39.6,3.46,4.0,49.0,0.0,13.0,21.0,0.0,14.0,3.0,47.0,122.0,119.0,29.6,68.0
950,0.078271504,1.0,35.8,101.7,53.8,37.6,3.08,32.0,36.0,0.0,25.0,6.0,59.0,88.0,102.0,137.0,83.0,53.0,25.8,91.0
951,0.127384961,0.0,34.8,95.1,66.5,47.4,2.94,39.0,61.0,0.0,29.0,0.0,72.0,31.0,117.0,13.0,37.0,57.0,28.1,25.0
952,0.076364893,0.0,30.7,102.9,58.7,46.0,3.02,42.0,71.0,13.0,40.0,0.0,279.0,242.0,128.0,24.0,18.0,27.0,28.1,40.0
953,0.02189781,0.0,32.7,87.6,61.3,45.1,2.64,50.0,71.0,0.0,42.0,0.0,47.0,58.0,22.0,0.0,77.0,6.0,25.5,6.0
954,0.044948820999999986,2.0,30.3,90.3,44.2,31.7,2.56,22.0,50.0,5.0,37.0,29.0,367.0,458.0,258.0,60.0,65.0,143.0,22.4,10.0
955,0.147203947,0.0,35.6,98.1,60.6,41.5,2.71,25.0,37.0,28.0,18.0,0.0,155.0,77.0,72.0,16.0,6.0,92.0,21.0,30.0
956,0.061219262,0.0,35.6,100.8,57.0,42.2,2.98,22.0,55.0,4.0,27.0,24.0,170.0,429.0,193.0,107.0,14.0,328.0,37.0,38.0
957,0.061405197,1.0,35.0,100.7,38.2,23.2,2.1,18.0,54.0,36.0,59.0,32.0,156.0,237.0,166.0,100.0,95.0,203.0,24.6,16.0
958,0.038214858,6.0,33.6,89.3,44.6,37.3,2.44,9.0,57.0,0.0,49.0,10.0,123.0,23.0,97.0,86.0,48.0,0.0,24.8,22.0
959,0.113651648,0.0,32.6,90.0,52.8,36.2,2.71,44.0,48.0,8.0,2.0,7.0,15.0,27.0,127.0,0.0,15.0,19.0,22.7,0.0
960,0.087507926,0.0,31.4,90.6,54.9,37.1,2.53,65.0,70.0,21.0,48.0,17.0,126.0,187.0,211.0,24.0,0.0,8.0,24.9,17.0
961,0.07515923599999999,1.0,38.7,93.9,67.9,41.6,2.62,69.0,53.0,70.0,25.0,0.0,82.0,14.0,254.0,151.0,996.0,211.0,23.1,9.0
962,0.016583024,0.0,35.0,98.4,58.2,39.7,3.25,27.0,49.0,24.0,14.0,144.0,85.0,276.0,136.0,67.0,19.0,125.0,27.5,115.0
963,0.068021892,0.0,38.5,93.5,56.1,38.6,2.63,51.0,46.0,95.0,7.0,0.0,172.0,62.0,105.0,108.0,13.0,156.0,26.0,16.0
964,0.035946978,0.0,44.2,86.6,61.5,29.2,2.26,6.0,28.0,8.0,24.0,53.0,131.0,125.0,211.0,48.0,0.0,231.0,26.2,11.0
965,0.100115964,1.0,31.7,89.3,68.1,42.0,2.75,62.0,69.0,29.0,36.0,322.0,48.0,179.0,99.0,7.0,27.0,168.0,26.7,8.0
966,0.032422696,1.0,35.3,107.0,57.4,40.0,3.27,33.0,48.0,16.0,32.0,0.0,133.0,122.0,21.0,8.0,55.0,90.0,25.1,0.0
967,0.021165857000000003,0.0,36.7,99.5,54.4,38.6,2.44,0.0,66.0,0.0,25.0,8.0,149.0,84.0,255.0,43.0,126.0,231.0,23.8,0.0
968,0.027609428,0.0,29.6,95.6,54.6,46.4,2.94,28.0,65.0,0.0,25.0,48.0,128.0,120.0,78.0,17.0,191.0,0.0,22.0,18.0
969,0.071598235,0.0,40.1,85.8,54.1,31.9,2.35,6.0,46.0,0.0,45.0,49.0,92.0,89.0,162.0,80.0,154.0,59.0,27.5,0.0
970,-0.037293325,3.0,42.9,92.7,70.0,30.9,2.32,10.0,49.0,0.0,37.0,134.0,242.0,355.0,414.0,169.0,72.0,188.0,23.0,55.0
971,0.083016477,0.0,35.0,97.6,59.3,39.4,2.81,26.0,55.0,0.0,18.0,0.0,281.0,172.0,49.0,31.0,5.0,48.0,23.4,0.0
972,0.030825196000000006,9.0,34.8,80.2,35.5,7.2,1.55,5.0,21.0,0.0,34.0,37.0,186.0,50.0,250.0,251.0,71.0,122.0,24.2,33.0
973,0.04940849,1.0,45.7,94.3,65.7,31.4,2.17,44.0,62.0,15.0,21.0,0.0,226.0,68.0,212.0,48.0,1044.0,126.0,24.6,25.0
974,0.15399469,0.0,39.3,84.5,60.3,34.3,3.2,40.0,48.0,19.0,26.0,0.0,32.0,4.0,89.0,4.0,4.0,33.0,45.1,72.0
975,-0.005919376999999999,1.0,40.6,80.3,59.0,26.9,2.16,1.0,27.0,0.0,34.0,158.0,324.0,189.0,262.0,298.0,113.0,267.0,24.7,34.0
