,YoY,n1000,Total; Estimate; SUMMARY INDICATORS - Median age (years),Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,Estimate; HOUSEHOLDS BY TYPE - Average household size,"Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Unmarried women (widowed, divorced, and never married) - Per 1,000 unmarried women","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 50 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 19 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 35 to 50 years old","Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Oceania",Estimate; ANCESTRY - Total population - Czech,Estimate; ANCESTRY - Total population - Danish,Estimate; ANCESTRY - Total population - Greek,Estimate; ANCESTRY - Total population - Lithuanian,Estimate; ANCESTRY - Total population - Slovak,Estimate; ANCESTRY - Total population - Swiss,Estimate; COMMUTING TO WORK - Mean travel time to work (minutes),Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
7144,-0.083009455,0.0,46.1,104.6,70.2,35.5,2.6,0.0,15.0,0.0,13.0,9.0,18.0,60.0,141.0,35.0,0.0,26.0,21.2,0.0
7145,0.060124787,0.0,37.2,104.9,74.0,52.4,3.33,40.0,72.0,0.0,76.0,0.0,125.0,72.0,0.0,49.0,0.0,3.0,28.3,0.0
7146,0.052983539,0.0,40.7,92.9,71.8,40.4,2.46,0.0,42.0,0.0,10.0,0.0,226.0,34.0,48.0,78.0,38.0,93.0,24.6,11.0
7147,0.035567715,0.0,37.9,177.4,43.5,28.0,2.63,71.0,82.0,55.0,3.0,7.0,0.0,26.0,65.0,2.0,0.0,15.0,18.9,0.0
7148,0.124507486,0.0,42.8,95.0,68.8,39.9,2.61,2.0,29.0,0.0,15.0,0.0,48.0,10.0,34.0,15.0,69.0,56.0,30.3,1.0
7149,0.107563025,0.0,27.4,104.9,47.2,33.8,2.67,91.0,116.0,99.0,71.0,22.0,75.0,3.0,18.0,0.0,0.0,17.0,16.6,0.0
7150,0.110380117,0.0,37.9,98.7,60.5,40.2,2.78,45.0,58.0,8.0,0.0,0.0,0.0,187.0,57.0,0.0,0.0,0.0,29.1,0.0
7151,0.107605447,1.0,37.4,88.3,58.1,29.5,2.02,33.0,54.0,0.0,9.0,0.0,119.0,226.0,17.0,67.0,20.0,228.0,18.9,0.0
7152,0.080267559,0.0,34.6,111.1,71.6,56.4,3.23,21.0,79.0,0.0,48.0,0.0,239.0,145.0,62.0,0.0,53.0,0.0,34.6,0.0
7153,0.038934426,0.0,40.8,104.4,57.6,36.1,2.69,6.0,54.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,18.0,66.0,30.9,0.0
7154,0.053608247000000005,0.0,39.7,93.5,64.6,41.6,2.88,64.0,71.0,0.0,30.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,27.9,0.0
7155,0.147989735,0.0,36.2,112.0,56.4,32.2,2.62,35.0,83.0,0.0,0.0,7.0,33.0,5.0,27.0,0.0,13.0,0.0,30.0,0.0
7156,0.072722357,0.0,38.8,97.8,60.5,41.0,2.85,19.0,43.0,0.0,4.0,52.0,20.0,101.0,31.0,44.0,0.0,219.0,36.8,0.0
7157,0.018043304,0.0,64.9,94.6,142.0,21.4,2.24,0.0,11.0,0.0,0.0,0.0,33.0,48.0,44.0,37.0,35.0,30.0,25.3,0.0
7158,0.109653601,0.0,59.0,82.6,144.9,43.6,2.28,0.0,18.0,0.0,9.0,36.0,63.0,113.0,151.0,114.0,9.0,118.0,21.5,31.0
7159,0.108153078,2.0,29.2,105.9,38.6,27.2,2.28,17.0,29.0,0.0,17.0,0.0,354.0,163.0,4.0,4.0,0.0,0.0,16.4,6.0
7160,0.026007802000000003,0.0,37.8,100.7,67.9,43.1,2.58,56.0,55.0,0.0,12.0,0.0,217.0,26.0,54.0,5.0,17.0,106.0,19.7,7.0
7161,0.000926355,0.0,43.4,98.7,64.6,33.9,2.35,13.0,52.0,0.0,25.0,0.0,30.0,144.0,108.0,60.0,0.0,37.0,25.3,11.0
7162,0.143640351,1.0,40.8,93.3,68.3,40.6,2.65,33.0,31.0,0.0,0.0,0.0,4.0,40.0,0.0,7.0,11.0,0.0,34.1,18.0
7163,0.049168474,0.0,32.7,96.0,71.2,50.2,2.74,80.0,101.0,0.0,34.0,0.0,235.0,56.0,93.0,264.0,14.0,0.0,32.9,0.0
7164,0.050447518,2.0,33.7,99.0,46.0,28.3,2.83,38.0,57.0,0.0,26.0,6.0,24.0,27.0,54.0,24.0,14.0,4.0,21.8,0.0
7165,-0.034567901,0.0,36.7,109.5,65.2,40.8,2.6,51.0,92.0,9.0,13.0,0.0,36.0,92.0,23.0,32.0,27.0,34.0,23.8,26.0
7166,0.047114252,0.0,36.8,87.8,67.8,39.8,2.57,67.0,86.0,68.0,45.0,0.0,11.0,24.0,109.0,72.0,41.0,14.0,22.9,23.0
7167,0.054558507,0.0,37.3,103.0,58.1,37.2,2.58,28.0,54.0,0.0,74.0,0.0,0.0,22.0,0.0,41.0,20.0,0.0,21.9,26.0
7168,0.037138508,0.0,45.3,90.3,61.5,32.2,2.54,39.0,60.0,0.0,33.0,0.0,0.0,0.0,217.0,180.0,17.0,0.0,25.6,17.0
7169,-0.001437815,0.0,48.9,80.6,63.7,23.0,2.08,44.0,44.0,0.0,25.0,0.0,36.0,25.0,186.0,103.0,76.0,36.0,23.2,26.0
7170,0.093576527,0.0,44.4,103.5,74.3,40.3,2.57,77.0,75.0,97.0,19.0,0.0,14.0,0.0,68.0,0.0,0.0,211.0,29.3,22.0
7171,0.094397077,0.0,33.6,99.9,58.6,38.0,2.58,94.0,99.0,104.0,18.0,0.0,138.0,41.0,50.0,0.0,0.0,10.0,19.4,8.0
7172,0.060387562,1.0,50.2,85.1,92.5,39.2,2.24,0.0,58.0,0.0,13.0,0.0,142.0,0.0,236.0,141.0,223.0,81.0,27.0,24.0
7173,0.052835052,0.0,34.9,94.8,66.4,45.3,2.84,84.0,77.0,74.0,0.0,0.0,18.0,0.0,49.0,16.0,6.0,0.0,20.0,0.0
7174,0.125426621,0.0,41.2,109.1,67.6,42.1,2.95,6.0,80.0,5.0,31.0,0.0,3.0,0.0,15.0,0.0,24.0,0.0,34.5,0.0
7175,0.067519182,0.0,41.1,90.9,63.7,32.7,2.31,47.0,49.0,157.0,14.0,0.0,20.0,40.0,70.0,66.0,0.0,30.0,18.3,39.0
7176,0.049902425,2.0,38.3,103.5,69.0,43.3,2.45,97.0,86.0,115.0,61.0,0.0,26.0,73.0,30.0,12.0,25.0,10.0,25.2,10.0
7177,0.008421053000000001,0.0,43.8,93.9,68.5,35.6,2.35,48.0,91.0,37.0,39.0,0.0,42.0,0.0,16.0,149.0,0.0,0.0,21.2,11.0
7178,0.017379986,1.0,45.3,92.8,82.7,44.1,2.69,0.0,30.0,0.0,34.0,32.0,25.0,202.0,289.0,45.0,0.0,225.0,33.2,0.0
7179,0.060077519,0.0,35.7,95.9,63.0,40.7,2.73,73.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,28.0,26.0,0.0
7180,0.118644068,0.0,37.3,88.5,55.6,31.5,2.38,63.0,64.0,0.0,17.0,6.0,0.0,18.0,0.0,0.0,0.0,0.0,20.9,26.0
7181,0.138461538,0.0,35.3,84.6,79.9,49.6,2.71,75.0,80.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,0.0
7182,0.023590334,0.0,35.5,92.7,67.5,47.2,2.69,51.0,86.0,0.0,45.0,0.0,59.0,118.0,104.0,88.0,37.0,9.0,21.9,0.0
7183,0.040754717,0.0,37.9,104.9,70.5,44.6,2.62,44.0,59.0,76.0,10.0,8.0,88.0,26.0,17.0,38.0,0.0,25.0,22.7,13.0
7184,0.022545455,1.0,34.0,88.1,46.6,28.5,2.8,0.0,17.0,0.0,21.0,0.0,100.0,109.0,20.0,0.0,49.0,27.0,23.4,0.0
7185,0.185742972,0.0,36.8,138.0,56.1,37.4,3.2,47.0,62.0,27.0,25.0,0.0,5.0,24.0,0.0,0.0,0.0,0.0,24.6,0.0
7186,0.08411822,0.0,47.4,95.4,83.4,41.0,2.36,0.0,82.0,0.0,76.0,0.0,14.0,204.0,43.0,36.0,0.0,98.0,18.0,8.0
7187,0.024301019,1.0,35.2,93.1,48.0,34.0,2.75,70.0,62.0,0.0,32.0,93.0,419.0,88.0,61.0,76.0,38.0,80.0,26.3,25.0
7188,0.04784689,0.0,43.7,98.1,64.8,37.9,2.79,54.0,64.0,0.0,26.0,3.0,6.0,26.0,238.0,142.0,0.0,36.0,29.8,29.0
7189,0.057921635,0.0,43.9,89.7,58.7,30.6,2.62,14.0,17.0,0.0,0.0,10.0,25.0,8.0,5.0,3.0,5.0,0.0,34.7,70.0
7190,0.126592357,0.0,44.7,105.6,75.7,37.2,2.48,18.0,40.0,0.0,0.0,14.0,24.0,16.0,0.0,0.0,0.0,14.0,23.5,17.0
7191,0.058020478,0.0,37.6,98.6,75.0,49.2,2.83,6.0,32.0,18.0,25.0,1.0,1099.0,6.0,10.0,0.0,0.0,2.0,30.4,0.0
7192,0.244514107,1.0,39.7,106.1,53.5,27.6,2.2,21.0,49.0,0.0,8.0,0.0,3.0,9.0,34.0,0.0,17.0,13.0,19.7,0.0
7193,0.098630137,0.0,48.4,90.9,69.5,28.9,2.51,73.0,56.0,0.0,54.0,0.0,30.0,112.0,67.0,0.0,0.0,130.0,32.0,0.0
7194,-0.011290323,0.0,37.4,96.2,64.2,38.9,2.44,92.0,108.0,0.0,54.0,0.0,19.0,0.0,90.0,0.0,0.0,29.0,24.5,0.0
7195,0.11369509,0.0,38.4,110.3,63.1,37.7,2.41,82.0,83.0,130.0,12.0,0.0,10.0,40.0,184.0,13.0,0.0,29.0,28.9,4.0
7196,0.068897638,0.0,37.7,95.2,53.7,35.8,2.61,34.0,37.0,0.0,27.0,14.0,108.0,73.0,39.0,24.0,12.0,118.0,24.4,11.0
7197,0.012684989,0.0,46.8,95.6,71.5,36.5,2.81,10.0,40.0,0.0,56.0,8.0,149.0,56.0,364.0,57.0,91.0,19.0,32.6,0.0
7198,0.082073434,1.0,36.9,93.1,59.6,38.6,2.45,62.0,70.0,10.0,20.0,0.0,33.0,142.0,19.0,0.0,0.0,45.0,17.5,0.0
7199,0.047853971,0.0,46.0,91.2,70.8,35.9,2.65,20.0,57.0,12.0,21.0,0.0,97.0,23.0,83.0,5.0,113.0,27.0,26.0,0.0
7200,-0.087526577,0.0,42.8,81.5,58.3,16.0,1.79,22.0,39.0,0.0,28.0,15.0,54.0,16.0,75.0,91.0,0.0,39.0,21.4,6.0
7201,0.073021182,0.0,36.8,96.0,71.5,51.3,2.8,8.0,44.0,21.0,12.0,0.0,253.0,174.0,0.0,0.0,28.0,46.0,20.6,19.0
7202,0.072938251,0.0,40.9,99.7,68.3,36.6,2.57,43.0,64.0,11.0,85.0,0.0,29.0,149.0,38.0,0.0,3.0,531.0,16.1,6.0
7203,0.042536116,0.0,35.0,90.5,61.4,40.5,2.67,56.0,48.0,37.0,0.0,0.0,0.0,36.0,0.0,34.0,0.0,6.0,23.0,0.0
7204,0.061543693,0.0,44.5,90.9,70.3,40.3,2.47,38.0,64.0,0.0,19.0,19.0,161.0,42.0,5.0,31.0,13.0,58.0,30.8,10.0
7205,0.035483871,0.0,34.6,99.3,75.7,50.3,2.73,10.0,77.0,21.0,20.0,0.0,118.0,20.0,0.0,0.0,21.0,85.0,28.8,0.0
7206,0.017174515,0.0,48.9,84.0,71.2,28.5,2.54,0.0,22.0,0.0,48.0,10.0,0.0,0.0,901.0,27.0,41.0,25.0,42.4,71.0
7207,-0.000421053,0.0,39.0,93.7,76.2,44.0,2.78,26.0,24.0,0.0,0.0,0.0,106.0,0.0,21.0,0.0,0.0,0.0,31.1,14.0
7208,-0.045845272,0.0,39.0,85.8,70.0,41.6,2.44,49.0,46.0,42.0,6.0,9.0,0.0,12.0,73.0,28.0,0.0,12.0,21.1,0.0
7209,0.343709468,0.0,30.5,113.6,64.6,50.1,2.91,146.0,112.0,0.0,92.0,0.0,260.0,157.0,12.0,32.0,14.0,38.0,16.9,5.0
7210,0.059587021,0.0,35.7,100.6,64.5,43.3,2.64,53.0,97.0,99.0,7.0,8.0,16.0,23.0,7.0,17.0,0.0,19.0,17.2,0.0
7211,0.060890194,0.0,42.1,100.0,58.6,32.2,2.65,10.0,48.0,0.0,20.0,32.0,33.0,273.0,50.0,42.0,16.0,12.0,29.7,49.0
7212,0.076679341,0.0,55.0,89.6,113.7,37.2,2.37,38.0,45.0,95.0,0.0,0.0,88.0,4.0,33.0,0.0,32.0,55.0,32.6,0.0
7213,0.010488819,0.0,35.0,82.7,33.3,26.1,2.21,30.0,66.0,0.0,80.0,8.0,0.0,27.0,71.0,124.0,0.0,31.0,28.1,15.0
7214,0.083424808,0.0,48.0,89.2,70.5,32.5,2.34,24.0,33.0,0.0,28.0,0.0,0.0,43.0,0.0,12.0,0.0,7.0,26.5,0.0
7215,0.083374203,0.0,43.9,109.1,58.6,31.6,2.86,20.0,44.0,60.0,52.0,25.0,51.0,25.0,68.0,27.0,16.0,0.0,27.7,15.0
7216,-0.0029650440000000004,1.0,48.4,94.1,72.1,39.3,2.85,0.0,28.0,0.0,54.0,9.0,25.0,0.0,328.0,76.0,10.0,30.0,39.1,0.0
7217,0.085869565,0.0,45.4,93.1,59.9,30.2,2.28,47.0,69.0,32.0,28.0,0.0,79.0,26.0,98.0,0.0,0.0,51.0,20.0,0.0
7218,0.08471760800000001,0.0,43.5,100.4,78.0,41.9,2.46,6.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,26.0,0.0,21.9,0.0
7219,0.039984165,1.0,52.1,89.3,87.8,31.8,2.54,6.0,44.0,0.0,18.0,0.0,350.0,276.0,657.0,593.0,96.0,18.0,34.6,0.0
7220,0.15903890199999998,0.0,45.4,89.2,70.1,34.5,2.21,63.0,49.0,0.0,10.0,0.0,12.0,43.0,30.0,0.0,55.0,92.0,21.2,8.0
7221,-0.04954955,0.0,41.2,91.3,65.4,38.9,2.71,5.0,31.0,0.0,0.0,0.0,40.0,8.0,11.0,20.0,0.0,0.0,30.8,0.0
7222,0.08556149699999999,0.0,28.0,100.4,76.8,61.9,3.49,0.0,61.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,19.7,16.0
7223,0.062184024,0.0,45.7,98.0,80.2,49.5,2.88,0.0,34.0,0.0,16.0,0.0,16.0,12.0,40.0,62.0,0.0,30.0,23.8,16.0
7224,0.07897098400000001,0.0,49.6,86.8,83.8,31.1,2.67,149.0,111.0,28.0,13.0,0.0,11.0,14.0,4.0,27.0,37.0,39.0,26.0,18.0
7225,0.211111111,0.0,31.6,87.0,62.1,43.0,3.11,27.0,37.0,30.0,46.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,20.0,0.0
7226,0.058487874,0.0,34.5,94.2,77.0,53.8,2.54,63.0,50.0,0.0,40.0,0.0,80.0,7.0,0.0,35.0,0.0,4.0,22.1,26.0
7227,0.07931336900000001,0.0,42.8,92.0,66.7,32.4,2.21,56.0,80.0,0.0,67.0,16.0,34.0,67.0,174.0,10.0,17.0,38.0,25.3,20.0
7228,0.039104829,0.0,55.6,90.1,87.8,30.8,2.2,0.0,45.0,0.0,0.0,0.0,14.0,101.0,10.0,37.0,12.0,67.0,24.0,13.0
7229,0.134775374,0.0,36.4,97.2,75.2,46.8,2.53,112.0,97.0,0.0,9.0,0.0,0.0,14.0,0.0,4.0,0.0,7.0,20.8,6.0
7230,0.129395218,0.0,30.6,91.6,57.5,36.7,2.86,34.0,35.0,43.0,3.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,21.9,24.0
7231,-0.036689539,0.0,44.5,88.9,80.0,46.0,2.88,0.0,29.0,0.0,30.0,0.0,74.0,35.0,94.0,50.0,63.0,35.0,31.0,10.0
7232,0.08520599300000001,0.0,46.4,100.3,81.8,38.0,2.19,77.0,73.0,0.0,33.0,0.0,45.0,239.0,3.0,101.0,0.0,52.0,14.4,24.0
7233,0.163285024,0.0,39.1,86.1,54.3,32.7,2.74,25.0,38.0,49.0,10.0,0.0,0.0,0.0,0.0,9.0,0.0,31.0,27.4,19.0
7234,0.064976228,0.0,43.1,96.2,66.3,36.4,2.48,58.0,63.0,55.0,49.0,0.0,68.0,7.0,15.0,75.0,27.0,28.0,24.3,14.0
7235,0.032258065,0.0,44.0,91.1,74.5,34.0,2.2,28.0,62.0,0.0,32.0,0.0,6.0,0.0,21.0,33.0,53.0,47.0,17.7,8.0
7236,-0.0006793480000000001,0.0,40.8,111.4,53.4,36.2,2.57,9.0,34.0,0.0,23.0,0.0,69.0,0.0,20.0,0.0,0.0,17.0,25.9,0.0
7237,-0.040790149,0.0,43.9,94.9,51.9,29.0,2.8,5.0,36.0,0.0,27.0,8.0,38.0,43.0,138.0,58.0,46.0,29.0,34.0,0.0
7238,0.071479374,2.0,34.9,93.8,42.0,32.8,2.34,26.0,73.0,0.0,50.0,0.0,128.0,82.0,7.0,22.0,0.0,195.0,20.3,9.0
7239,-0.066233442,0.0,29.5,100.1,26.8,10.2,2.03,0.0,18.0,0.0,55.0,54.0,43.0,107.0,78.0,35.0,8.0,109.0,25.9,4.0
7240,0.084130019,0.0,44.7,85.0,55.6,30.2,2.43,19.0,23.0,0.0,8.0,0.0,0.0,73.0,73.0,394.0,0.0,29.0,30.5,23.0
7241,0.083550914,0.0,44.9,86.3,75.0,35.6,2.24,4.0,30.0,0.0,8.0,0.0,38.0,112.0,20.0,5.0,6.0,87.0,14.0,20.0
7242,0.029498525,0.0,41.0,98.0,66.1,37.1,2.19,48.0,68.0,0.0,80.0,0.0,0.0,0.0,75.0,151.0,322.0,0.0,23.2,0.0
7243,-0.056199822,1.0,43.2,88.4,67.6,34.6,2.34,30.0,47.0,0.0,6.0,0.0,7.0,0.0,31.0,0.0,0.0,21.0,17.9,0.0
7244,0.021150225,0.0,58.2,97.9,97.9,26.9,2.38,0.0,9.0,0.0,15.0,0.0,59.0,55.0,56.0,59.0,66.0,34.0,29.4,65.0
7245,0.02430262,0.0,44.6,86.7,71.6,37.3,2.66,0.0,74.0,0.0,67.0,0.0,64.0,37.0,121.0,90.0,45.0,25.0,32.5,0.0
7246,0.040555764,1.0,48.1,102.1,75.7,39.6,2.48,42.0,61.0,0.0,52.0,24.0,477.0,60.0,151.0,55.0,585.0,107.0,23.1,8.0
7247,0.172619048,0.0,29.6,101.6,70.5,52.9,3.06,67.0,104.0,0.0,15.0,0.0,20.0,26.0,13.0,0.0,13.0,21.0,25.5,37.0
7248,0.08238482400000001,0.0,39.6,98.3,48.6,23.2,2.1,37.0,47.0,0.0,17.0,13.0,82.0,67.0,85.0,45.0,38.0,12.0,22.3,0.0
7249,0.100266193,0.0,42.2,94.5,53.9,31.3,2.5,8.0,57.0,0.0,24.0,6.0,97.0,29.0,25.0,6.0,85.0,78.0,29.5,0.0
7250,0.12081448,0.0,38.0,93.2,52.2,30.8,2.24,1.0,36.0,0.0,35.0,0.0,168.0,57.0,66.0,0.0,8.0,38.0,22.0,17.0
7251,0.07156979,0.0,32.5,84.2,65.6,37.4,2.47,19.0,36.0,0.0,44.0,139.0,80.0,133.0,100.0,5.0,25.0,167.0,22.9,0.0
7252,0.033565824,1.0,38.0,102.5,59.0,47.0,3.16,19.0,75.0,0.0,45.0,0.0,27.0,13.0,139.0,59.0,50.0,59.0,28.2,0.0
7253,0.048261178,0.0,47.2,94.9,71.2,35.7,2.72,0.0,6.0,0.0,12.0,0.0,30.0,11.0,165.0,10.0,0.0,58.0,26.8,16.0
7254,0.11878453,0.0,29.7,88.0,68.9,51.9,3.06,88.0,89.0,80.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,18.2,0.0
7255,0.079243354,0.0,32.4,108.4,51.8,40.0,2.87,40.0,57.0,106.0,10.0,14.0,5.0,30.0,129.0,0.0,0.0,0.0,24.4,17.0
7256,0.069124424,0.0,45.1,98.1,59.6,28.8,2.5,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,0.0
7257,0.030760928,0.0,40.9,92.2,46.0,30.5,2.28,6.0,67.0,0.0,53.0,44.0,101.0,96.0,46.0,52.0,20.0,83.0,30.0,0.0
7258,0.079803834,0.0,51.0,102.0,79.3,33.0,2.3,27.0,63.0,0.0,21.0,50.0,8.0,125.0,53.0,0.0,17.0,52.0,37.3,35.0
7259,0.08559499,1.0,44.0,94.1,71.0,39.0,2.46,13.0,44.0,15.0,11.0,0.0,120.0,62.0,66.0,7.0,0.0,90.0,16.1,8.0
7260,0.082275505,0.0,46.4,86.9,64.6,32.2,2.3,0.0,24.0,0.0,0.0,8.0,106.0,55.0,132.0,0.0,160.0,161.0,20.2,25.0
7261,0.069006544,0.0,26.9,107.4,64.3,55.8,3.26,100.0,114.0,46.0,23.0,0.0,0.0,46.0,0.0,0.0,10.0,0.0,24.8,6.0
7262,0.036909603,0.0,38.9,85.7,51.6,34.9,2.49,0.0,49.0,0.0,45.0,0.0,0.0,99.0,338.0,16.0,14.0,24.0,30.9,59.0
7263,0.05396252,0.0,44.3,83.7,61.5,29.8,3.3,20.0,27.0,7.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.1,8.0
7264,0.022984563,1.0,45.1,96.3,70.4,36.6,2.59,7.0,28.0,0.0,10.0,0.0,107.0,62.0,93.0,82.0,333.0,33.0,25.6,0.0
7265,0.008811519,0.0,41.3,91.9,56.1,28.0,2.44,49.0,62.0,0.0,28.0,0.0,12.0,0.0,55.0,0.0,13.0,13.0,45.1,24.0
7266,0.067538789,0.0,33.3,101.2,28.7,9.1,1.76,6.0,17.0,23.0,45.0,0.0,112.0,54.0,42.0,38.0,8.0,58.0,18.6,0.0
7267,0.082443506,0.0,44.5,99.1,54.7,32.2,2.64,0.0,36.0,0.0,21.0,0.0,316.0,145.0,154.0,0.0,65.0,15.0,28.8,0.0
7268,0.042670881,0.0,36.3,97.0,62.6,42.5,3.11,0.0,40.0,0.0,34.0,0.0,167.0,0.0,0.0,16.0,174.0,36.0,34.0,33.0
7269,0.040773654,0.0,39.9,95.4,57.8,33.4,2.35,22.0,73.0,0.0,41.0,0.0,179.0,93.0,30.0,36.0,14.0,129.0,22.5,11.0
7270,0.06875632,0.0,39.6,83.1,71.1,42.2,2.62,59.0,40.0,43.0,14.0,0.0,0.0,11.0,0.0,0.0,0.0,25.0,23.1,0.0
7271,0.038022814,0.0,36.6,91.5,51.6,32.2,2.73,30.0,56.0,9.0,38.0,13.0,51.0,32.0,44.0,4.0,29.0,5.0,21.9,0.0
7272,0.083550914,0.0,38.6,87.0,69.2,40.9,2.37,35.0,64.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,62.0,13.2,39.0
7273,0.039012346,2.0,44.8,94.5,58.5,32.4,2.35,36.0,33.0,0.0,3.0,17.0,0.0,8.0,0.0,27.0,0.0,9.0,24.1,0.0
7274,0.035728953,0.0,44.8,83.8,64.5,33.3,2.15,21.0,48.0,0.0,32.0,0.0,43.0,53.0,27.0,80.0,29.0,31.0,19.5,10.0
7275,0.063456514,1.0,50.9,103.3,87.4,30.9,2.28,4.0,24.0,32.0,0.0,0.0,16.0,34.0,64.0,11.0,57.0,24.0,21.2,11.0
7276,0.131034483,0.0,41.2,92.8,60.9,35.6,2.48,38.0,54.0,0.0,36.0,0.0,96.0,104.0,14.0,28.0,33.0,32.0,25.5,16.0
7277,-0.003700278,0.0,41.8,97.8,59.7,34.8,2.41,25.0,27.0,0.0,18.0,2.0,0.0,20.0,3.0,26.0,38.0,34.0,20.1,18.0
7278,0.032990315,0.0,38.3,113.9,67.8,49.5,3.19,0.0,19.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,97.0,7.0,31.1,0.0
7279,0.136457615,0.0,35.9,101.8,54.9,39.9,2.82,14.0,41.0,0.0,14.0,0.0,0.0,31.0,78.0,0.0,36.0,81.0,23.6,17.0
7280,-0.046374368,0.0,44.4,89.7,69.5,32.5,2.2,8.0,16.0,14.0,18.0,0.0,13.0,11.0,63.0,263.0,621.0,18.0,17.7,9.0
7281,-0.003205128,0.0,33.8,111.5,51.5,33.3,2.35,9.0,33.0,20.0,27.0,0.0,49.0,0.0,0.0,3.0,26.0,5.0,16.6,5.0
7282,0.113402062,0.0,45.0,94.1,72.2,33.2,2.4,30.0,95.0,0.0,6.0,0.0,7.0,22.0,0.0,0.0,0.0,10.0,23.5,21.0
7283,0.06037196,0.0,50.4,96.2,76.0,30.4,2.28,0.0,65.0,0.0,0.0,15.0,31.0,21.0,198.0,117.0,0.0,44.0,21.7,7.0
7284,0.010583708,0.0,46.7,98.7,63.2,33.1,3.0,14.0,42.0,0.0,55.0,0.0,54.0,219.0,108.0,0.0,17.0,30.0,41.9,0.0
7285,0.052516411,1.0,31.4,103.7,64.4,47.8,2.84,15.0,38.0,0.0,26.0,0.0,122.0,34.0,0.0,8.0,6.0,32.0,24.7,0.0
7286,0.027420257000000003,0.0,44.1,84.9,66.0,37.1,2.59,0.0,44.0,0.0,13.0,0.0,224.0,35.0,88.0,19.0,37.0,21.0,24.5,0.0
7287,-0.03556701,0.0,38.8,110.9,71.3,39.1,2.35,23.0,49.0,0.0,72.0,0.0,77.0,85.0,26.0,44.0,0.0,22.0,17.1,0.0
7288,0.071752266,0.0,60.8,86.9,116.7,30.2,2.18,0.0,6.0,0.0,0.0,0.0,60.0,128.0,15.0,11.0,0.0,84.0,28.3,0.0
7289,0.046085233,0.0,45.9,93.9,77.9,42.2,2.41,19.0,41.0,0.0,41.0,0.0,41.0,60.0,56.0,33.0,32.0,30.0,19.8,49.0
7290,0.063865546,0.0,42.5,96.6,66.6,36.8,2.44,45.0,64.0,0.0,21.0,0.0,7.0,7.0,0.0,14.0,0.0,7.0,34.6,7.0
7291,0.037418862,0.0,43.0,94.4,67.1,33.5,2.5,35.0,69.0,0.0,65.0,0.0,74.0,0.0,142.0,35.0,20.0,11.0,33.8,0.0
7292,0.181990521,1.0,31.5,76.9,79.4,57.3,2.86,113.0,104.0,105.0,63.0,0.0,37.0,36.0,11.0,0.0,0.0,0.0,23.8,29.0
7293,-0.001809955,0.0,43.6,92.2,71.6,38.2,2.74,10.0,60.0,0.0,41.0,0.0,30.0,11.0,60.0,108.0,35.0,9.0,35.0,13.0
7294,0.019151444,1.0,43.0,105.4,66.0,40.9,2.69,66.0,63.0,87.0,47.0,42.0,14.0,24.0,25.0,8.0,45.0,42.0,28.8,14.0
7295,0.048099302,0.0,34.9,88.0,73.6,50.3,3.07,24.0,33.0,0.0,37.0,0.0,0.0,35.0,139.0,0.0,0.0,67.0,26.3,0.0
7296,0.026023006,0.0,44.3,100.3,57.3,34.3,2.85,10.0,37.0,0.0,22.0,0.0,28.0,30.0,166.0,51.0,15.0,0.0,34.3,0.0
7297,0.17719040600000002,0.0,32.0,97.2,87.7,66.5,3.03,17.0,83.0,15.0,21.0,15.0,48.0,606.0,20.0,0.0,0.0,287.0,21.6,10.0
7298,-0.0015625,1.0,44.7,91.9,57.4,31.8,2.54,8.0,22.0,0.0,5.0,0.0,8.0,37.0,229.0,25.0,29.0,32.0,21.9,11.0
7299,0.053659365,0.0,38.4,97.6,54.3,32.7,3.29,13.0,57.0,0.0,27.0,0.0,157.0,29.0,253.0,11.0,47.0,0.0,44.6,10.0
